Epoch,train_sat_kb,test_sat_kb,train_accuracy,test_accuracy
0,0.3226794898509979,0.3768307566642761,0.4203958213329315,0.47813332080841064
1,0.40109479427337646,0.4148111045360565,0.5582500100135803,0.5643666386604309
2,0.4293733239173889,0.43217790126800537,0.5927749872207642,0.5859333276748657
3,0.44008901715278625,0.4456024467945099,0.6110749840736389,0.6223666667938232
4,0.45209917426109314,0.46051448583602905,0.6274083256721497,0.6949499845504761
5,0.4642399251461029,0.46466806530952454,0.638949990272522,0.6288833618164062
6,0.4712217152118683,0.47455182671546936,0.6511291861534119,0.6745833158493042
7,0.477183073759079,0.47670403122901917,0.6589499711990356,0.635283350944519
8,0.485272079706192,0.48229238390922546,0.6741166710853577,0.6511499881744385
9,0.4893517792224884,0.4902820885181427,0.6802208423614502,0.6900666952133179
10,0.49364155530929565,0.49348846077919006,0.6920333504676819,0.7045999765396118
11,0.49783632159233093,0.49976417422294617,0.6974666714668274,0.7003833055496216
12,0.5018107891082764,0.5006405711174011,0.6995416879653931,0.7175666689872742
13,0.5019671320915222,0.5015456080436707,0.7032958269119263,0.6959166526794434
14,0.5098282098770142,0.5081357955932617,0.7063916921615601,0.715416669845581
15,0.5086952447891235,0.4986977279186249,0.7078791856765747,0.7207499742507935
16,0.5056561231613159,0.5034987330436707,0.7112374901771545,0.7085333466529846
17,0.5133973956108093,0.5144872665405273,0.7154250144958496,0.7123833298683167
18,0.5212373733520508,0.5200908184051514,0.7179166674613953,0.7317000031471252
19,0.521213173866272,0.5204346179962158,0.715108335018158,0.7184333205223083
20,0.5225861072540283,0.5211669206619263,0.7184083461761475,0.7306166887283325
21,0.5233391523361206,0.5202873349189758,0.7201041579246521,0.7198666930198669
22,0.5245947241783142,0.5240121483802795,0.7220249772071838,0.7345166802406311
23,0.5268539190292358,0.524333119392395,0.724091649055481,0.7257500290870667
24,0.528515100479126,0.5263693332672119,0.7209958434104919,0.7296833395957947
25,0.5273892879486084,0.5266274213790894,0.7237458229064941,0.7304166555404663
26,0.5307440161705017,0.5287131071090698,0.7301458120346069,0.7370166778564453
27,0.5301595330238342,0.5204008221626282,0.7302125096321106,0.7440166473388672
28,0.5306171774864197,0.5274845361709595,0.7298250198364258,0.7150999903678894
29,0.5336299538612366,0.5305172801017761,0.7313666939735413,0.7297166585922241
30,0.5325230360031128,0.5273154973983765,0.7331125140190125,0.7280833125114441
31,0.5342226028442383,0.5347155332565308,0.7344833612442017,0.7459999918937683
32,0.5354270935058594,0.5352389812469482,0.7358375191688538,0.7443666458129883
33,0.5343234539031982,0.5306456685066223,0.7379249930381775,0.7424499988555908
34,0.5295068621635437,0.5260005593299866,0.7310624718666077,0.73826664686203
35,0.5354069471359253,0.5340099930763245,0.7368416786193848,0.7280666828155518
36,0.5385229587554932,0.5342413783073425,0.7380375266075134,0.7376333475112915
37,0.5376653671264648,0.5371261239051819,0.7367666959762573,0.7607333064079285
38,0.5377556085586548,0.5357457399368286,0.7379916906356812,0.7304666638374329
39,0.5403475761413574,0.5334675908088684,0.7388833165168762,0.7311833500862122
