Epoch,train_sat_kb,test_sat_kb,train_accuracy,test_accuracy
0,0.323172926902771,0.33372169733047485,0.41728004813194275,0.41328778862953186
1,0.3335810899734497,0.33680465817451477,0.4384472966194153,0.47630009055137634
2,0.34127578139305115,0.3341992497444153,0.503473699092865,0.581649661064148
3,0.34772613644599915,0.35232362151145935,0.5154793858528137,0.5194180011749268
4,0.3581361174583435,0.371097207069397,0.5695067644119263,0.5768712162971497
5,0.36866530776023865,0.33028650283813477,0.5921376347541809,0.5985105037689209
6,0.34532466530799866,0.37156662344932556,0.592619776725769,0.6160286068916321
7,0.36635416746139526,0.36421966552734375,0.5678794980049133,0.5490500330924988
8,0.3645186722278595,0.35363316535949707,0.5647462010383606,0.5120020508766174
9,0.35682979226112366,0.34557172656059265,0.5532399415969849,0.5913270711898804
10,0.35986125469207764,0.3622882068157196,0.5602762699127197,0.5533865094184875
11,0.3210076689720154,0.21628770232200623,0.5371467471122742,0.43548962473869324
12,0.31796500086784363,0.32136377692222595,0.5376389026641846,0.5620766878128052
13,0.2661995589733124,0.1953357458114624,0.4964645802974701,0.41275399923324585
14,0.2870878279209137,0.33668285608291626,0.5180802941322327,0.5872287750244141
15,0.19328361749649048,0.18433651328086853,0.42404451966285706,0.409927099943161
16,0.3208167254924774,0.36013635993003845,0.5374473333358765,0.566723108291626
17,0.3582932949066162,0.3587403893470764,0.5569672584533691,0.5589168667793274
18,0.3632272183895111,0.3642943799495697,0.5724606513977051,0.5686516761779785
19,0.35895243287086487,0.35499075055122375,0.5824286341667175,0.6007834672927856
20,0.3407452404499054,0.21978174149990082,0.5982513427734375,0.47109976410865784
21,0.28909558057785034,0.33211445808410645,0.556620717048645,0.611562967300415
22,0.35150453448295593,0.369450181722641,0.6130092740058899,0.6149552464485168
23,0.3612902760505676,0.3671293556690216,0.5778675675392151,0.5847376585006714
24,0.3669973611831665,0.3674231469631195,0.5783432722091675,0.5800625681877136
25,0.3588048815727234,0.34857675433158875,0.5395316481590271,0.49216508865356445
26,0.34892672300338745,0.3487370014190674,0.49378982186317444,0.4931982457637787
