Epoch,train_sat_kb,test_sat_kb,train_accuracy,test_accuracy
0,0.34581100940704346,0.37274986505508423,0.4191291630268097,0.4996500015258789
1,0.3862598240375519,0.3936763107776642,0.49956250190734863,0.46756666898727417
2,0.39653730392456055,0.39928731322288513,0.478258341550827,0.4648999869823456
3,0.3999923765659332,0.4014401435852051,0.46012499928474426,0.4566666781902313
4,0.40183135867118835,0.40287482738494873,0.46584999561309814,0.46958333253860474
5,0.403493732213974,0.4042947590351105,0.4798791706562042,0.4846999943256378
6,0.4049760401248932,0.4058273434638977,0.49695834517478943,0.5107666850090027
7,0.4062177836894989,0.4064939320087433,0.5082458257675171,0.5013999938964844
8,0.40721404552459717,0.4074004888534546,0.5094708204269409,0.505649983882904
9,0.40818798542022705,0.40827691555023193,0.5116791725158691,0.5208666920661926
10,0.408907413482666,0.40935444831848145,0.5082958340644836,0.5125333070755005
11,0.40960803627967834,0.4088163673877716,0.5124124884605408,0.4993666708469391
12,0.40993908047676086,0.4097840189933777,0.512374997138977,0.5222833156585693
13,0.41038453578948975,0.4099496603012085,0.5140083432197571,0.5228833556175232
14,0.410756379365921,0.40983352065086365,0.5162916779518127,0.5068666934967041
15,0.41106483340263367,0.4105817973613739,0.5147625207901001,0.5080999732017517
16,0.41140443086624146,0.41072776913642883,0.5184041857719421,0.5175666809082031
17,0.4115452468395233,0.41056913137435913,0.5170458555221558,0.5017333626747131
18,0.4116613268852234,0.4111843705177307,0.5194958448410034,0.522433340549469
19,0.4118095934391022,0.41085779666900635,0.5226583480834961,0.518750011920929
20,0.4121784269809723,0.4109472930431366,0.5208333134651184,0.5168166756629944
21,0.41225752234458923,0.41150832176208496,0.5213416814804077,0.5105666518211365
22,0.4123568534851074,0.4111430048942566,0.5226166844367981,0.5140666961669922
23,0.41258543729782104,0.4115828275680542,0.5231500267982483,0.5124333500862122
24,0.41274482011795044,0.41177475452423096,0.5229250192642212,0.5238166451454163
25,0.41278114914894104,0.41186633706092834,0.526954174041748,0.5257999897003174
26,0.41303789615631104,0.4114682972431183,0.524441659450531,0.5239166617393494
27,0.41310155391693115,0.4119141399860382,0.5257250070571899,0.5341500043869019
28,0.41323065757751465,0.41217079758644104,0.5282208323478699,0.5287166833877563
29,0.41336575150489807,0.41213738918304443,0.5289750099182129,0.528166651725769
30,0.4133780300617218,0.4118926525115967,0.5285666584968567,0.5286499857902527
31,0.41348716616630554,0.4123111367225647,0.5263416767120361,0.5258833169937134
32,0.4136102497577667,0.4117695987224579,0.5303916931152344,0.5235999822616577
33,0.41369691491127014,0.4119284749031067,0.5278000235557556,0.5231666564941406
34,0.41374531388282776,0.4120839238166809,0.52756667137146,0.5193833112716675
35,0.41344812512397766,0.4125300347805023,0.5270666480064392,0.5229166746139526
36,0.4138484299182892,0.4126621186733246,0.5317333340644836,0.5293833613395691
37,0.4139868915081024,0.4127572178840637,0.5291000008583069,0.522183358669281
38,0.4140498638153076,0.4124760031700134,0.5273541808128357,0.5348666906356812
39,0.4142606258392334,0.4127114415168762,0.5313833355903625,0.5183833241462708
40,0.41424497961997986,0.41227415204048157,0.530454158782959,0.5320166945457458
41,0.41421452164649963,0.41250142455101013,0.5293583273887634,0.5090333223342896
42,0.4142601191997528,0.41260844469070435,0.5299124717712402,0.5397666692733765
43,0.41431131958961487,0.41289985179901123,0.5317999720573425,0.5447333455085754
44,0.4143470525741577,0.41255444288253784,0.5316500067710876,0.5306833386421204
45,0.41431501507759094,0.412960410118103,0.5278291702270508,0.5318333506584167
46,0.4142366051673889,0.41297447681427,0.5274708271026611,0.5239666700363159
47,0.4145098030567169,0.4132905602455139,0.5229374766349792,0.5264999866485596
48,0.4145689010620117,0.41263067722320557,0.5293333530426025,0.5249166488647461
49,0.41470494866371155,0.4135189950466156,0.5282874703407288,0.5244166851043701
50,0.4147980511188507,0.4131476879119873,0.5294874906539917,0.5318333506584167
51,0.414766788482666,0.41309675574302673,0.5303458571434021,0.520799994468689
52,0.41487473249435425,0.4133373200893402,0.5299666523933411,0.5307166576385498
53,0.41477200388908386,0.4129219353199005,0.5304583311080933,0.5206833481788635
54,0.4149087965488434,0.41306382417678833,0.5274708271026611,0.515916645526886
55,0.4147813618183136,0.413571834564209,0.5283041596412659,0.5220500230789185
56,0.4147554636001587,0.41311487555503845,0.5268208384513855,0.5320500135421753
57,0.41490688920021057,0.41344714164733887,0.5267375111579895,0.5376999974250793
58,0.41496166586875916,0.41326627135276794,0.5278041958808899,0.5392166376113892
59,0.41502076387405396,0.4128512740135193,0.531416654586792,0.5325833559036255
60,0.41502124071121216,0.41350677609443665,0.5306041836738586,0.5242000222206116
61,0.4149150252342224,0.41343915462493896,0.53288334608078,0.5362833142280579
62,0.41508838534355164,0.41353076696395874,0.53145831823349,0.5377333164215088
63,0.41501107811927795,0.41356417536735535,0.5323291420936584,0.5239499807357788
64,0.41524022817611694,0.4136718511581421,0.5286333560943604,0.5241833329200745
65,0.4151327311992645,0.4138515591621399,0.5308083295822144,0.5273666381835938
66,0.41535499691963196,0.4134277105331421,0.5300583243370056,0.5372999906539917
67,0.4152926504611969,0.4138753116130829,0.5283083319664001,0.5260166525840759
68,0.4153749644756317,0.4135534465312958,0.5294874906539917,0.5267000198364258
69,0.41524630784988403,0.41401877999305725,0.5275291800498962,0.5328666567802429
70,0.4154086709022522,0.4132572412490845,0.5304625034332275,0.531499981880188
71,0.415228933095932,0.41360893845558167,0.5282999873161316,0.5364166498184204
72,0.4154435396194458,0.4132062494754791,0.5285041928291321,0.531083345413208
73,0.4152630567550659,0.41340574622154236,0.5266249775886536,0.5225833058357239
74,0.41524434089660645,0.41377660632133484,0.5270166397094727,0.521316647529602
75,0.41527891159057617,0.41376402974128723,0.5287333130836487,0.5188500285148621
76,0.4154376983642578,0.41394785046577454,0.528124988079071,0.5247499942779541
77,0.4155960977077484,0.4137752056121826,0.5292249917984009,0.5222166776657104
78,0.41555681824684143,0.4141710102558136,0.5283583402633667,0.5292500257492065
79,0.4156578481197357,0.41386857628822327,0.5298666954040527,0.534250020980835
80,0.4156211316585541,0.4141239523887634,0.5300874710083008,0.5198500156402588
81,0.4158034026622772,0.4141737222671509,0.5318583250045776,0.5317500233650208
82,0.41538161039352417,0.4134734570980072,0.52735835313797,0.5236166715621948
83,0.41570693254470825,0.41404855251312256,0.5314624905586243,0.5250499844551086
84,0.4158838987350464,0.4137067496776581,0.5303000211715698,0.521233320236206
85,0.4158479869365692,0.41356077790260315,0.5310916900634766,0.5224499702453613
86,0.41584232449531555,0.41402652859687805,0.5325208306312561,0.5299999713897705
87,0.4159913659095764,0.4139859080314636,0.5326416492462158,0.5385000109672546
88,0.41593778133392334,0.41412588953971863,0.5299291610717773,0.5277500152587891
89,0.41573306918144226,0.41386348009109497,0.5319041609764099,0.5321499705314636
90,0.4160829782485962,0.41426458954811096,0.5332666635513306,0.5339833498001099
91,0.41592565178871155,0.41437169909477234,0.5307250022888184,0.5377833247184753
92,0.4159400165081024,0.4143606722354889,0.5333625078201294,0.5337666869163513
93,0.4158983528614044,0.4140019118785858,0.5315041542053223,0.531166672706604
94,0.41578972339630127,0.4131805896759033,0.5268124938011169,0.5160333514213562
95,0.4158151149749756,0.41387835144996643,0.5289791822433472,0.5327833294868469
96,0.41594716906547546,0.41351813077926636,0.5286250114440918,0.5292500257492065
97,0.41602644324302673,0.4140591621398926,0.5298166871070862,0.5282833576202393
98,0.4158658981323242,0.4138752818107605,0.5297374725341797,0.5305666923522949
99,0.41605299711227417,0.4134610891342163,0.5329124927520752,0.5303833484649658
100,0.41597723960876465,0.4138244688510895,0.5314708352088928,0.5308166742324829
101,0.41616034507751465,0.4135594069957733,0.5319499969482422,0.5348833203315735
102,0.4158785343170166,0.4136645495891571,0.5316333174705505,0.5206999778747559
103,0.41615280508995056,0.41386640071868896,0.5298625230789185,0.520633339881897
104,0.41590094566345215,0.41377687454223633,0.5285208225250244,0.5303999781608582
105,0.41602203249931335,0.4137475788593292,0.5276791453361511,0.5247499942779541
106,0.41620367765426636,0.41377538442611694,0.5289833545684814,0.5278666615486145
107,0.4159040153026581,0.4142239987850189,0.5294374823570251,0.5262500047683716
108,0.4161299765110016,0.4133407175540924,0.5335624814033508,0.525600016117096
109,0.41584065556526184,0.4141491651535034,0.5308874845504761,0.5286166667938232
110,0.41583627462387085,0.41303926706314087,0.5324833393096924,0.5260833501815796
111,0.4161192774772644,0.41398847103118896,0.5269250273704529,0.5228666663169861
112,0.4162116050720215,0.41423097252845764,0.529491662979126,0.5294833183288574
113,0.41628533601760864,0.41382309794425964,0.5280083417892456,0.5278666615486145
114,0.4162706732749939,0.41401350498199463,0.5312791466712952,0.527400016784668
115,0.41638070344924927,0.41420847177505493,0.5313833355903625,0.5288166403770447
116,0.4160570502281189,0.4143819510936737,0.5317708253860474,0.5379666686058044
117,0.4163840115070343,0.4143736660480499,0.5315999984741211,0.5318166613578796
118,0.4164157807826996,0.41410180926322937,0.5332499742507935,0.5284333229064941
119,0.41630610823631287,0.4142692983150482,0.5312583446502686,0.5257166624069214
120,0.41642752289772034,0.4138295352458954,0.5317083597183228,0.5264833569526672
121,0.4163340926170349,0.41397032141685486,0.5310875177383423,0.5273000001907349
122,0.4163261353969574,0.41399815678596497,0.5321541428565979,0.5293499827384949
123,0.41627249121665955,0.41428688168525696,0.5326625108718872,0.5342333316802979
124,0.4163915514945984,0.4144493043422699,0.5328624844551086,0.5300499796867371
125,0.4165659546852112,0.413932204246521,0.5339458584785461,0.5323500037193298
126,0.41633641719818115,0.41417551040649414,0.5293291807174683,0.531000018119812
127,0.4164404571056366,0.4144100844860077,0.5304375290870667,0.5276333093643188
128,0.4165801405906677,0.4142987132072449,0.531333327293396,0.5281000137329102
129,0.41657429933547974,0.41408613324165344,0.5278958082199097,0.5264166593551636
130,0.4164864718914032,0.41405242681503296,0.5289250016212463,0.5307166576385498
131,0.4165339171886444,0.41411012411117554,0.5274958610534668,0.5262333154678345
132,0.4166663885116577,0.4145565330982208,0.5340625047683716,0.52920001745224
133,0.4163976013660431,0.41437122225761414,0.5291416645050049,0.5311166644096375
134,0.41642728447914124,0.41410401463508606,0.5314708352088928,0.5311499834060669
135,0.4166739284992218,0.4142688810825348,0.5319708585739136,0.5300333499908447
136,0.41650304198265076,0.41436323523521423,0.5297374725341797,0.5318833589553833
137,0.4164377748966217,0.41400396823883057,0.5321208238601685,0.5202666521072388
138,0.4163741171360016,0.4139554500579834,0.5304083228111267,0.5265666842460632
139,0.41658321022987366,0.41393500566482544,0.5311708450317383,0.5239166617393494
140,0.416569322347641,0.41418471932411194,0.5307708382606506,0.5232666730880737
141,0.4165612757205963,0.4141487181186676,0.5300499796867371,0.5202999711036682
142,0.41681453585624695,0.414321631193161,0.5321958065032959,0.5268666744232178
143,0.4167093336582184,0.4140152931213379,0.5312791466712952,0.5235666632652283
144,0.4166758358478546,0.4142057001590729,0.5283374786376953,0.5331500172615051
145,0.41659173369407654,0.4140564799308777,0.5259541869163513,0.5191166400909424
146,0.4165657162666321,0.41443684697151184,0.5269291400909424,0.5236999988555908
147,0.4167698323726654,0.41385921835899353,0.5303416848182678,0.5232833623886108
148,0.41647741198539734,0.41422387957572937,0.5307375192642212,0.5288333296775818
149,0.416377991437912,0.41425615549087524,0.5259541869163513,0.5353000164031982
150,0.4165929853916168,0.41400888562202454,0.5270208120346069,0.5260000228881836
151,0.4167872667312622,0.4144905209541321,0.5318458080291748,0.5337499976158142
152,0.41670382022857666,0.41407784819602966,0.5298083424568176,0.5279499888420105
153,0.41653335094451904,0.4141170382499695,0.5317624807357788,0.5252666473388672
154,0.4165869951248169,0.4142470955848694,0.5328500270843506,0.5290166735649109
155,0.4167548418045044,0.41433870792388916,0.5282208323478699,0.5248500108718872
156,0.4163878560066223,0.41438525915145874,0.5289624929428101,0.5303000211715698
157,0.4167248606681824,0.414486825466156,0.5322833061218262,0.5349166393280029
158,0.41678372025489807,0.41429415345191956,0.5303166508674622,0.5278499722480774
159,0.41681918501853943,0.41415733098983765,0.5295708179473877,0.5217499732971191
160,0.4168064296245575,0.4145711660385132,0.5296124815940857,0.5286999940872192
161,0.41662168502807617,0.41403576731681824,0.5313541889190674,0.5212500095367432
162,0.41666948795318604,0.4141981899738312,0.5294874906539917,0.522933304309845
163,0.4170324504375458,0.4145737290382385,0.5317166447639465,0.530916690826416
164,0.4167013466358185,0.4141644239425659,0.5313291549682617,0.5372666716575623
165,0.4165385365486145,0.41484159231185913,0.5282708406448364,0.5279499888420105
166,0.41675642132759094,0.4144259989261627,0.5307666659355164,0.5209166407585144
167,0.4166664481163025,0.4142659902572632,0.5286708474159241,0.529366672039032
168,0.41697338223457336,0.41457492113113403,0.5284249782562256,0.5300833582878113
169,0.41689106822013855,0.41421350836753845,0.527287483215332,0.5227500200271606
170,0.4169604480266571,0.41404759883880615,0.5297541618347168,0.5268499851226807
171,0.41700100898742676,0.41417840123176575,0.5301291942596436,0.5217666625976562
172,0.41693899035453796,0.41451671719551086,0.5309541821479797,0.5251500010490417
173,0.4168354570865631,0.4144813120365143,0.5276458263397217,0.5318166613578796
174,0.41704824566841125,0.4146144688129425,0.532379150390625,0.5308333039283752
175,0.4171321988105774,0.41441109776496887,0.5312749743461609,0.536133348941803
176,0.41695547103881836,0.4143904745578766,0.5315750241279602,0.5384666919708252
177,0.41688141226768494,0.41463151574134827,0.5297541618347168,0.5333666801452637
178,0.4170173406600952,0.41410574316978455,0.526870846748352,0.5294833183288574
179,0.41703832149505615,0.4146714210510254,0.5294874906539917,0.5301166772842407
180,0.4170302450656891,0.4146710932254791,0.5282750129699707,0.5275833606719971
181,0.4168667793273926,0.41447827219963074,0.5294874906539917,0.5223666429519653
182,0.4170827269554138,0.41447746753692627,0.527999997138977,0.5299999713897705
183,0.41711845993995667,0.4142974019050598,0.5309875011444092,0.5307166576385498
184,0.4165612757205963,0.4141434133052826,0.5287666916847229,0.5256999731063843
185,0.417047917842865,0.41409415006637573,0.5291500091552734,0.5332499742507935
186,0.4170231521129608,0.41455763578414917,0.5294458270072937,0.5258833169937134
187,0.41713181138038635,0.41429001092910767,0.529741644859314,0.522266685962677
188,0.41699790954589844,0.4144652187824249,0.5336666703224182,0.527916669845581
189,0.4169546961784363,0.41391003131866455,0.5303249955177307,0.5200999975204468
190,0.41707679629325867,0.4142811596393585,0.5291125178337097,0.524649977684021
191,0.41720783710479736,0.41458413004875183,0.530958354473114,0.5318166613578796
192,0.41701340675354004,0.41431695222854614,0.5294166803359985,0.5229499936103821
193,0.4172811806201935,0.4146866798400879,0.5271791815757751,0.5197499990463257
194,0.41724976897239685,0.41470932960510254,0.526408314704895,0.5303999781608582
195,0.4171045124530792,0.41437727212905884,0.532129168510437,0.5267166495323181
196,0.4170437455177307,0.41454726457595825,0.530620813369751,0.5258333086967468
197,0.4171938896179199,0.41418471932411194,0.5267249941825867,0.5201166868209839
198,0.4171190857887268,0.41443735361099243,0.5269416570663452,0.5195833444595337
199,0.4172733724117279,0.41412532329559326,0.5293083190917969,0.5198000073432922
