Epoch,train_sat_kb,test_sat_kb,train_accuracy,test_accuracy
0,0.28643810749053955,0.34020838141441345,0.5609471201896667,0.6119963526725769
1,0.37798136472702026,0.3954308032989502,0.6208378076553345,0.5556796193122864
2,0.4079621136188507,0.4232673645019531,0.6265174150466919,0.6466479301452637
3,0.43890854716300964,0.44455859065055847,0.6635188460350037,0.6801027655601501
4,0.4621999263763428,0.473233699798584,0.6694538593292236,0.67969810962677
5,0.4826691448688507,0.49316778779029846,0.6929773092269897,0.6992738842964172
6,0.4997268617153168,0.49612632393836975,0.7135684490203857,0.7204568982124329
7,0.5030457377433777,0.5106016993522644,0.7199339866638184,0.7235593199729919
8,0.5172439217567444,0.5237183570861816,0.7328364849090576,0.7460509538650513
9,0.5216118693351746,0.5152996182441711,0.7371119856834412,0.7360033392906189
10,0.5252655148506165,0.5226901173591614,0.7408084869384766,0.7430403828620911
11,0.5230945348739624,0.5174270272254944,0.7415115833282471,0.7358483672142029
12,0.5271538496017456,0.518621563911438,0.7431094646453857,0.7344592809677124
13,0.5300014615058899,0.5301002860069275,0.7462757229804993,0.748513400554657
14,0.5305895209312439,0.5309935808181763,0.7463998198509216,0.7496154308319092
15,0.5306042432785034,0.5280893445014954,0.7459499835968018,0.7451469302177429
16,0.5316956043243408,0.524027407169342,0.747042715549469,0.7406813502311707
17,0.5305815935134888,0.5196630954742432,0.7468202710151672,0.7336786985397339
18,0.5300004482269287,0.5186666250228882,0.745943546295166,0.7261479496955872
19,0.5296022891998291,0.5140432119369507,0.7428963780403137,0.7223051190376282
20,0.5322389006614685,0.5258684158325195,0.7428827285766602,0.7370278835296631
21,0.5327597856521606,0.5289934873580933,0.7437817454338074,0.7391831874847412
22,0.5317030549049377,0.520967423915863,0.7415058612823486,0.7253501415252686
23,0.5316895246505737,0.5290700793266296,0.7409979104995728,0.7433159351348877
24,0.5305169224739075,0.5336010456085205,0.7398936748504639,0.7475031614303589
25,0.5313699841499329,0.5236756205558777,0.7401735186576843,0.730811595916748
26,0.5328290462493896,0.5323863625526428,0.7414922118186951,0.740669846534729
27,0.5335219502449036,0.5323970317840576,0.7432536482810974,0.7485363483428955
28,0.5324198603630066,0.5404844880104065,0.7427306175231934,0.7548502087593079
29,0.533827543258667,0.5299851298332214,0.7451629042625427,0.7452473640441895
30,0.5327876806259155,0.5299502015113831,0.7426287531852722,0.7447680830955505
31,0.5344389081001282,0.539393424987793,0.7440579533576965,0.7546923160552979
32,0.534294605255127,0.5310680866241455,0.7450897097587585,0.7415221929550171
33,0.5348661541938782,0.5272825360298157,0.7443155646324158,0.7323871850967407
34,0.5346282720565796,0.5255259871482849,0.7433677315711975,0.7410773634910583
35,0.5338129997253418,0.5306745767593384,0.7436124086380005,0.7392750382423401
36,0.5353941321372986,0.5360976457595825,0.7447022795677185,0.7533750534057617
37,0.5345198512077332,0.5295021533966064,0.7437472939491272,0.7296406626701355
38,0.5337737202644348,0.5260735750198364,0.7434050440788269,0.7414217591285706
39,0.5349990129470825,0.5388230085372925,0.7447510361671448,0.751334547996521
40,0.5350459814071655,0.535731315612793,0.7444504499435425,0.7462805509567261
41,0.5332280993461609,0.5369808673858643,0.7418962121009827,0.7501176595687866
42,0.5359469652175903,0.5253830552101135,0.7442667484283447,0.730455756187439
43,0.5354145765304565,0.5330278277397156,0.7426983118057251,0.748587965965271
44,0.5367963314056396,0.5374443531036377,0.7442746758460999,0.7523763179779053
45,0.5354771614074707,0.5370046496391296,0.7400715947151184,0.7508351802825928
46,0.5367666482925415,0.5358313322067261,0.7405157685279846,0.7516990303993225
47,0.5371548533439636,0.53426593542099,0.7415216565132141,0.7401303052902222
48,0.5364653468132019,0.5415902733802795,0.7407768964767456,0.7454856038093567
49,0.5364644527435303,0.5397632718086243,0.740697979927063,0.7484444975852966
50,0.5365700721740723,0.5396075248718262,0.7407510876655579,0.7455314993858337
51,0.5370789766311646,0.5403420329093933,0.7414578199386597,0.7488921880722046
52,0.5357914566993713,0.5320151448249817,0.7406327128410339,0.7334749102592468
53,0.5368486046791077,0.5376250147819519,0.7410215735435486,0.7487974762916565
54,0.5369115471839905,0.5370307564735413,0.7395435571670532,0.7457525134086609
55,0.5373867750167847,0.539404034614563,0.7418172359466553,0.7439272403717041
56,0.5368286371231079,0.5392975807189941,0.7413738369941711,0.7421478629112244
57,0.5378044247627258,0.5362402200698853,0.7422563433647156,0.7377367615699768
58,0.5372039675712585,0.5290786027908325,0.741736888885498,0.7282832264900208
59,0.5376235246658325,0.5433857440948486,0.7412970662117004,0.7536764144897461
60,0.5374466180801392,0.5384060740470886,0.7411923408508301,0.7440563440322876
61,0.5373997688293457,0.5400538444519043,0.7397767305374146,0.7414906620979309
62,0.537101149559021,0.5389142036437988,0.7402746677398682,0.7468287348747253
63,0.5370453596115112,0.5392841100692749,0.7401268482208252,0.7494920492172241
64,0.5379637479782104,0.5295257568359375,0.7426854372024536,0.7454913258552551
65,0.5386266112327576,0.5390480756759644,0.7439123392105103,0.7437952160835266
66,0.537262499332428,0.5322490334510803,0.7410029172897339,0.7254678010940552
67,0.5390996336936951,0.5406820178031921,0.743119478225708,0.7528240084648132
68,0.5392174124717712,0.5384214520454407,0.7444956302642822,0.7486798167228699
69,0.5391535758972168,0.5433661341667175,0.7436202764511108,0.7531741261482239
70,0.5383511185646057,0.5423213243484497,0.7430865168571472,0.7532344460487366
71,0.5385117530822754,0.5387718677520752,0.7435176968574524,0.7466450333595276
72,0.538872480392456,0.5337597131729126,0.7436540126800537,0.7440707087516785
73,0.5380175709724426,0.5348082184791565,0.7429530620574951,0.738609254360199
74,0.5389029383659363,0.5416161417961121,0.7434402108192444,0.7486712336540222
75,0.538321316242218,0.5413006544113159,0.741787850856781,0.7506457567214966
76,0.5395360589027405,0.5318017601966858,0.7436439990997314,0.735710620880127
77,0.5381773114204407,0.5417969822883606,0.7427313327789307,0.7457840442657471
78,0.5392550826072693,0.5393150448799133,0.7442595958709717,0.7503328919410706
79,0.5375616550445557,0.5384712815284729,0.7413975596427917,0.7399609684944153
80,0.5389682054519653,0.54501873254776,0.7439402937889099,0.7533807754516602
81,0.5390250086784363,0.5332056283950806,0.7446047067642212,0.7391946911811829
82,0.5387693047523499,0.539110541343689,0.7432780861854553,0.7439616322517395
83,0.5385326147079468,0.540954053401947,0.7428612112998962,0.7480197548866272
84,0.5395452976226807,0.5453757643699646,0.7438828945159912,0.7534324526786804
85,0.5392361283302307,0.5319592356681824,0.7445336580276489,0.7358282804489136
86,0.5393965840339661,0.5374504327774048,0.7447295188903809,0.7452215552330017
87,0.5416714549064636,0.5403838753700256,0.7475470900535583,0.7454167008399963
88,0.5401816964149475,0.5338701009750366,0.7469243407249451,0.7374182343482971
89,0.5403755903244019,0.5312421917915344,0.7458861470222473,0.7400298714637756
90,0.539503812789917,0.5379053354263306,0.745495080947876,0.7479737997055054
91,0.5400904417037964,0.5352141857147217,0.7471187710762024,0.7425926923751831
92,0.5398191213607788,0.5429577231407166,0.7469386458396912,0.751704752445221
93,0.5398026704788208,0.5444897413253784,0.7464586496353149,0.7512885928153992
94,0.5409077405929565,0.5453388094902039,0.7461321949958801,0.7500746250152588
95,0.5397582650184631,0.5390129089355469,0.7459162473678589,0.74702388048172
96,0.5398692488670349,0.5389906764030457,0.7453573346138,0.7483583688735962
97,0.5395187735557556,0.5363726019859314,0.7451119422912598,0.743258535861969
98,0.5409814715385437,0.5389123558998108,0.7476281523704529,0.7446848750114441
99,0.540655255317688,0.5394589304924011,0.7472529411315918,0.7442228198051453
100,0.5410931706428528,0.5462431907653809,0.7475879788398743,0.7577775120735168
101,0.5393727421760559,0.5267958045005798,0.7458308935165405,0.7352772355079651
102,0.5397650599479675,0.5412853956222534,0.7470556497573853,0.7480341196060181
103,0.5397788286209106,0.5350513458251953,0.7451277375221252,0.7448025345802307
104,0.5402662754058838,0.5333426594734192,0.7461609244346619,0.7423085570335388
105,0.5395585298538208,0.5383715033531189,0.7451607584953308,0.7494145035743713
106,0.540585994720459,0.5368083119392395,0.7470670938491821,0.7360751032829285
107,0.5405908823013306,0.5349453091621399,0.7468468546867371,0.73978590965271
108,0.540439248085022,0.5407422780990601,0.7461623549461365,0.7505539059638977
109,0.5402238368988037,0.5432870984077454,0.745660126209259,0.7496097087860107
110,0.540280818939209,0.535731315612793,0.7467299103736877,0.7457610964775085
111,0.5394396185874939,0.5464144349098206,0.7470211982727051,0.761763870716095
112,0.5398410558700562,0.5365461111068726,0.7469666600227356,0.7392578125
113,0.5403885245323181,0.5389971137046814,0.7468081116676331,0.7445844411849976
114,0.5398125052452087,0.5386895537376404,0.7458667755126953,0.7422626614570618
115,0.5407549142837524,0.5399852395057678,0.7461960911750793,0.7494805455207825
116,0.5400700569152832,0.5391042828559875,0.7482014298439026,0.7431322336196899
117,0.5399814248085022,0.5412675738334656,0.748032808303833,0.7509843707084656
118,0.540145754814148,0.5419983863830566,0.7489469051361084,0.7514808773994446
119,0.5399529337882996,0.5419862270355225,0.7472242116928101,0.7518970370292664
120,0.5402240753173828,0.5322191715240479,0.747326135635376,0.7382935285568237
121,0.5402435660362244,0.534683108329773,0.7465906739234924,0.7429255843162537
122,0.5397015810012817,0.5406206250190735,0.7474029064178467,0.7500085830688477
123,0.540199875831604,0.5428375005722046,0.7479826211929321,0.7514751553535461
124,0.5407263040542603,0.5380391478538513,0.7482810616493225,0.7471214532852173
125,0.5396938323974609,0.533136248588562,0.7463445663452148,0.7387010455131531
126,0.5408089756965637,0.5372702479362488,0.7479797601699829,0.7375817894935608
127,0.5405354499816895,0.5385457277297974,0.7474430799484253,0.749767541885376
128,0.5414593815803528,0.5393421649932861,0.7477221488952637,0.7524394392967224
129,0.5396460294723511,0.5350717902183533,0.7483047842979431,0.7446131110191345
130,0.5409474968910217,0.5446545481681824,0.7490652799606323,0.7558087706565857
131,0.5419747829437256,0.5435468554496765,0.749319314956665,0.7506084442138672
132,0.5400108098983765,0.5389685034751892,0.7470864653587341,0.7461141347885132
133,0.5412448644638062,0.5281018018722534,0.7472981214523315,0.7343071699142456
134,0.5410771369934082,0.535345196723938,0.7483815550804138,0.7423803210258484
135,0.5400792956352234,0.5334228873252869,0.7477695345878601,0.7402020692825317
136,0.541077196598053,0.5355735421180725,0.749318540096283,0.7517477869987488
137,0.5404373407363892,0.5352650284767151,0.7492589950561523,0.7373636960983276
138,0.5403825640678406,0.5339954495429993,0.7494778633117676,0.7449833750724792
139,0.5400630831718445,0.5439082384109497,0.7497045993804932,0.7550023198127747
140,0.5416167974472046,0.5422099828720093,0.7510204315185547,0.7523791790008545
141,0.5413039326667786,0.5420689582824707,0.7505806088447571,0.7531425952911377
142,0.5415723323822021,0.5395238995552063,0.7506968379020691,0.7567328810691833
143,0.5415621399879456,0.5373833775520325,0.7511610984802246,0.7483870983123779
144,0.5415254235267639,0.5336388349533081,0.7515162229537964,0.7415968179702759
145,0.5415435433387756,0.5400449633598328,0.7509084939956665,0.7536361813545227
146,0.5415193438529968,0.5320174694061279,0.7509773969650269,0.742314338684082
147,0.5417481660842896,0.5389185547828674,0.7507047653198242,0.74649578332901
148,0.5422512292861938,0.5396690368652344,0.7518721222877502,0.7600935697555542
149,0.543063759803772,0.5356680750846863,0.7521511912345886,0.750728964805603
150,0.5422182083129883,0.535149335861206,0.7515212297439575,0.7435368895530701
151,0.5420127511024475,0.5353031754493713,0.7519890666007996,0.74223393201828
